c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta,D,M,s_start,s_end,s_N
0.3,0.0,1950000,0.02,1.0,-0.25,0.25,-0.5,1,0.0,1.0,-64,64,128
