c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta,D,M,s_start,s_end,s_N
0.3,6000.000000038125,100000,0.02,1.0,-0.25,0.25,1.0,2.5,0.2,1.0,-100,100,200
