c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta, R1, R2,D,M,s_start,s_end,s_N
0.3,29800.000000557626,1200,0.02,1.0,-0.25,0.25,1.75,2.0,0.05,1.0,-100,100,200
