c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta,D,M,s_start,s_end,s_N
0.6,158.01268000000115,1,1e-07,1.0,-0.25,0.25,1.0,4.0,0.2,1.0,-100.53096491487338,100.53096491487338,200
