t_state,t_len,tau,eps_val,a,b,lam_val,zeta,D,M,s_start,s_end,s_N
2839.999999997707,40000,0.02,1.0,-0.25,0.25,1.75,2.0,0.05,1.0,-100.53096491487338,100.53096491487338,200
