c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta,D,M,s_start,s_end,s_N
0.8,799.9999999995624,800,0.02,1.0,-0.25,0.25,0.5,2.0,0.05,1.0,-50.26548245743669,50.26548245743669,101
