iteration,time,total_mass,phi_min,phi_max
0,0.0,0.5466417940393226,-1.0,1.0037782744695083
10000,200.0000000000285,0.5466417940393227,-1.0379323587525113,1.0034440782759164
20000,399.99999999992616,0.5466417940393226,-1.027758174295809,1.001450147591222
30000,599.9999999997443,0.5466417940393224,-1.0249793823961355,1.0003323431479028
40000,799.9999999995624,0.5466417940393224,-1.024073734723896,1.0025664307505484
50000,999.9999999993805,0.5466417940393226,-1.0228203012023784,1.0037507376134855
60000,1199.9999999991987,0.5466417940393226,-1.021407864675915,1.0039864391931876
70000,1399.9999999990168,0.5466417940393224,-1.0197925519319195,1.00375255860095
80000,1599.999999998835,0.5466417940393226,-1.018056941298923,1.0032181134581597
90000,1799.999999998653,0.5466417940393226,-1.0169914885344238,1.00274692843084
100000,1999.9999999984711,0.5466417940393226,-1.0161623152491472,1.0021251268662195
110000,2199.9999999982892,0.5466417940393226,-1.0154828919080983,1.0015155405679639
120000,2399.9999999981073,0.5466417940393226,-1.0155297657758757,1.0009790071404403
130000,2599.9999999979254,0.5466417940393226,-1.015637666755953,1.0003362744818147
140000,2799.9999999977435,0.5466417940393226,-1.0157296800691573,0.999803087160052
150000,2999.9999999975616,0.5466417940393226,-1.0160688691879507,0.9992522665156052
160000,3199.9999999973797,0.5466417940393226,-1.0165019866451774,0.9987704657084551
170000,3399.999999997198,0.5466417940393224,-1.0167258706961404,0.9982525434860962
180000,3599.999999997016,0.5466417940393226,-1.017095871594133,0.9977874874174232
190000,3799.999999996834,0.5466417940393224,-1.0174050653723525,0.9973202117974468
200000,3999.999999996652,0.5466417940393226,-1.0175169529605652,0.9969008578819551
210000,4199.999999998835,0.5466417940393226,-1.0178443363052487,0.9965225883817022
220000,4400.0000000032005,0.5466417940393224,-1.0178266690562097,0.9961350241656602
230000,4600.000000007566,0.5466417940393227,-1.018104222833807,0.9957940789227397
240000,4800.000000011932,0.5466417940393226,-1.0180575729632366,0.995441817267162
250000,5000.000000016297,0.5466417940393226,-1.01822351841081,0.9951359993422236
260000,5200.000000020663,0.5466417940393226,-1.0182042540674598,0.994821965763195
270000,5400.000000025028,0.5466417940393226,-1.0182186835764715,0.9945463201598013
280000,5600.000000029394,0.5466417940393224,-1.0182463873170886,0.9942714968830378
290000,5800.0000000337595,0.5466417940393226,-1.0181128279452325,0.9940194697359184
300000,6000.000000038125,0.5466417940393226,-1.018170945149013,0.9937829102377264
310000,6200.000000042491,0.5466417940393226,-1.0181323542393845,0.9935474467394078
320000,6400.000000046856,0.5466417940393227,-1.0179883231339648,0.993346638565321
330000,6600.000000051222,0.5466417940393226,-1.0180092444414988,0.9931320180624312
340000,6800.000000055587,0.5466417940393226,-1.0179651964128396,0.9929525314429638
350000,7000.000000059953,0.5466417940393226,-1.0178536567135272,0.9927733735850366
360000,7200.000000064319,0.5466417940393226,-1.017784512019403,0.9925911017822221
370000,7400.000000068684,0.5466417940393226,-1.0177572461405866,0.9924424565721249
380000,7600.00000007305,0.5466417940393226,-1.0176868999982565,0.9922866160121779
390000,7800.000000077415,0.5466417940393226,-1.0175762988551413,0.9921313954136542
400000,8000.000000081781,0.5466417940393226,-1.0175046531611618,0.9920028366077297
410000,8200.000000086146,0.5466417940393227,-1.0174694411913703,0.9918693938598807
420000,8400.000000090511,0.5466417940393224,-1.0174084596469435,0.991731694581911
430000,8600.000000094877,0.5466417940393227,-1.0173235385043153,0.9916183062452074
440000,8800.000000099242,0.5466417940393224,-1.0172162807301568,0.9915049615837793
450000,9000.000000103608,0.5466417940393224,-1.017172320117121,0.9913887729018448
460000,9200.000000107973,0.5466417940393226,-1.0171297490593472,0.9912752762114803
470000,9400.000000112339,0.5466417940393227,-1.0170727459843976,0.9911792030331454
480000,9600.000000116705,0.5466417940393226,-1.017002361151745,0.9910812283472328
490000,9800.00000012107,0.5466417940393226,-1.0169195252819105,0.9909816699335581
500000,10000.000000125436,0.5466417940393226,-1.0168404785010874,0.9908826514742043
510000,10200.000000129801,0.5466417940393226,-1.0168058701315872,0.9908009231612946
520000,10400.000000134167,0.5466417940393226,-1.0167630096457925,0.9907177537299366
530000,10600.000000138532,0.5466417940393226,-1.0167125156931291,0.9906333785536928
540000,10800.000000142898,0.5466417940393226,-1.016654942162278,0.9905480098712427
550000,11000.000000147264,0.5466417940393226,-1.0165907855420135,0.9904755218890132
560000,11200.00000015163,0.5466417940393224,-1.0165204914528088,0.990404895566266
570000,11400.000000155995,0.5466417940393226,-1.0164663214521996,0.9903336403164485
580000,11600.00000016036,0.5466417940393226,-1.0164327729579146,0.9902619024120892
590000,11800.000000164726,0.5466417940393226,-1.0163950611263537,0.99018981336702
600000,12000.000000169091,0.5466417940393226,-1.0163534911819827,0.9901208330455824
610000,12200.000000173457,0.5466417940393226,-1.0163083394419747,0.9900608934996009
620000,12400.000000177823,0.5466417940393227,-1.0162598563388523,0.9900014459545731
630000,12600.000000182188,0.5466417940393226,-1.0162082691023013,0.9899417220652099
640000,12800.000000186554,0.5466417940393227,-1.0161537841475488,0.9898818121876432
650000,13000.00000019092,0.5466417940393226,-1.016103293842407,0.9898217976084726
660000,13200.000000195285,0.5466417940393226,-1.0160749403946343,0.9897654499315607
670000,13400.00000019965,0.5466417940393227,-1.0160445587508586,0.9897151049735823
680000,13600.000000204016,0.5466417940393224,-1.0160122949628572,0.9896647454764318
690000,13800.000000208382,0.5466417940393226,-1.0159782825120154,0.9896144281570072
700000,14000.000000212747,0.5466417940393227,-1.0159426435370857,0.9895642038498473
710000,14200.000000217113,0.5466417940393226,-1.0159054899232756,0.9895141180163669
720000,14400.000000221478,0.5466417940393224,-1.015866924270135,0.9894642112121435
730000,14600.000000225844,0.5466417940393224,-1.0158270407541652,0.9894158880859152
740000,14800.00000023021,0.5466417940393226,-1.0157859259001247,0.9893744753355107
750000,15000.000000234575,0.5466417940393226,-1.0157441994841108,0.9893331552181072
