iteration,time,total_mass,phi_min,phi_max
0,0.0,0.5466279732264173,-1.0,1.0037273239281115
10000,200.0000000000285,0.5466279732264174,-1.1628426723975438,1.0030430958479442
20000,399.99999999992616,0.5466279732264174,-1.1608254292371123,1.0006786461090782
30000,599.9999999997443,0.5466279732264174,-1.159787922842035,1.0001605450204263
40000,799.9999999995624,0.5466279732264174,-1.1588455492417327,0.9989631321928714
50000,999.9999999993805,0.5466279732264174,-1.1579053528475236,0.997383398201935
60000,1199.9999999991987,0.5466279732264174,-1.1569407885577994,0.9957305908108438
70000,1399.9999999990168,0.5466279732264174,-1.1559368820924862,0.9941428429364226
80000,1599.999999998835,0.5466279732264174,-1.1548783947298922,0.9926726255639369
90000,1799.999999998653,0.5466279732264174,-1.1537430238501978,0.9913339647666852
100000,1999.9999999984711,0.5466279732264174,-1.1524924523088735,0.9901248085288051
110000,2199.9999999982892,0.5466279732264174,-1.1510537794221998,0.9890350207539376
120000,2399.9999999981073,0.5466279732264174,-1.1492712192679668,0.9880516658207348
130000,2599.9999999979254,0.5466279732264174,-1.1467640985936405,0.987160565577714
140000,2799.9999999977435,0.5466279732264174,-1.1427148852442095,0.9864536662317157
150000,2999.9999999975616,0.5466279732264174,-1.1382954790437878,0.9857056766141039
160000,3199.9999999973797,0.5466279732264174,-1.1369458593123696,0.9850181420641178
170000,3399.999999997198,0.5466279732264174,-1.137043484773701,0.9845584629260865
180000,3599.999999997016,0.5466279732264174,-1.1372759293964876,0.9842459244296241
190000,3799.999999996834,0.5466279732264174,-1.1376741669651285,0.983959199930968
200000,3999.999999996652,0.5466279732264174,-1.1378032808086365,0.9836735883669833
210000,4199.999999998835,0.5466279732264174,-1.137463108332856,0.9834169363836865
220000,4400.0000000032005,0.5466279732264174,-1.1363802268234142,0.9831563729840842
230000,4600.000000007566,0.5466279732264174,-1.1353453837634642,0.9828848697099639
240000,4800.000000011932,0.5466279732264174,-1.1345557054868578,0.9826357226317094
250000,5000.000000016297,0.5466279732264174,-1.1326968039631677,0.982395843784375
260000,5200.000000020663,0.5466279732264174,-1.1317618209204205,0.9821413577569459
270000,5400.000000025028,0.5466279732264174,-1.1302296330816692,0.9819072072778737
280000,5600.000000029394,0.5466279732264174,-1.1285684155408289,0.9816834126277678
290000,5800.0000000337595,0.5466279732264174,-1.1273196873835891,0.9814456674220454
300000,6000.000000038125,0.5466279732264174,-1.1252220229167214,0.9812357857132481
310000,6200.000000042491,0.5466279732264174,-1.1242331603535103,0.9810315440918791
320000,6400.000000046856,0.5466279732264174,-1.1222218467418759,0.9808155062495929
330000,6600.000000051222,0.5466279732264174,-1.1210970504414866,0.9806279183585499
340000,6800.000000055587,0.5466279732264174,-1.1195304919600118,0.9804472722535124
350000,7000.000000059953,0.5466279732264174,-1.117966453112008,0.98025770593281
360000,7200.000000064319,0.5466279732264174,-1.116817033389172,0.9800898863789926
370000,7400.000000068684,0.5466279732264174,-1.1149348346870174,0.9799360853075888
380000,7600.00000007305,0.5466279732264174,-1.114077270924588,0.9797755763479905
390000,7800.000000077415,0.5466279732264174,-1.1127603634859762,0.9796128486549762
400000,8000.000000081781,0.5466279732264174,-1.1113005515951202,0.979486741010154
410000,8200.000000086146,0.5466279732264174,-1.11044277728598,0.9793553933714435
420000,8400.000000090511,0.5466279732264174,-1.1091707278836207,0.9792216189339936
430000,8600.000000094877,0.5466279732264174,-1.107982296180662,0.9790896532413385
440000,8800.000000099242,0.5466279732264174,-1.1071885008978368,0.9789865712227415
450000,9000.000000103608,0.5466279732264174,-1.1060952165849733,0.9788802045140702
460000,9200.000000107973,0.5466279732264174,-1.1049594787815549,0.978773039965496
470000,9400.000000112339,0.5466279732264174,-1.1043040332913159,0.9786675826259913
480000,9600.000000116705,0.5466279732264174,-1.1034427849486974,0.978565951350794
490000,9800.00000012107,0.5466279732264174,-1.1023693262863543,0.9784832748101677
500000,10000.000000125436,0.5466279732264174,-1.1017076661019503,0.9783996484004879
510000,10200.000000129801,0.5466279732264174,-1.101072268539346,0.9783166963580859
520000,10400.000000134167,0.5466279732264174,-1.1002987919461513,0.9782357801185498
530000,10600.000000138532,0.5466279732264174,-1.0993846719376692,0.978157778896104
540000,10800.000000142898,0.5466279732264174,-1.098870687034046,0.9780830152042698
550000,11000.000000147264,0.5466279732264174,-1.0983352686771162,0.9780160657986467
560000,11200.00000015163,0.5466279732264174,-1.0977123009263863,0.9779529412113588
570000,11400.000000155995,0.5466279732264174,-1.0970010970768485,0.977890960022279
580000,11600.00000016036,0.5466279732264174,-1.0964151426757447,0.9778307136912393
590000,11800.000000164726,0.5466279732264174,-1.0959985446071596,0.977772520486442
600000,12000.000000169091,0.5466279732264174,-1.0955285979095297,0.9777164464859988
610000,12200.000000173457,0.5466279732264174,-1.095005678588765,0.9776623772085486
620000,12400.000000177823,0.5466279732264174,-1.0944298901232123,0.977610108849876
630000,12600.000000182188,0.5466279732264174,-1.0939471210847713,0.9775594276785993
640000,12800.000000186554,0.5466279732264174,-1.0936052982884317,0.9775101603562909
650000,13000.00000019092,0.5466279732264174,-1.0932320974099017,0.9774621942759226
660000,13200.000000195285,0.5466279732264174,-1.0928282452521119,0.9774187497930904
670000,13400.00000019965,0.5466279732264174,-1.0923942398784248,0.9773771829274904
680000,13600.000000204016,0.5466279732264174,-1.0919304064541884,0.9773368560970803
690000,13800.000000208382,0.5466279732264174,-1.0915885133142074,0.9772976728639592
700000,14000.000000212747,0.5466279732264174,-1.0913077119316208,0.9772595238543202
710000,14200.000000217113,0.5466279732264174,-1.0910092977864578,0.9772223076073713
720000,14400.000000221478,0.5466279732264174,-1.0906939340579112,0.9771859424602778
730000,14600.000000225844,0.5466279732264174,-1.0903621542059003,0.977150370899468
740000,14800.00000023021,0.5466279732264174,-1.0900143769394566,0.9771155588048581
750000,15000.000000234575,0.5466279732264174,-1.0896509245197146,0.9770814919134309
760000,15200.00000023894,0.5466279732264174,-1.0894181169115258,0.9770481711717761
770000,15400.000000243306,0.5466279732264174,-1.0891932131169546,0.9770156079198843
780000,15600.000000247672,0.5466279732264174,-1.0889589426669901,0.9769838193239929
790000,15800.000000252037,0.5466279732264174,-1.0887157546298711,0.9769528242178248
800000,16000.000000256403,0.5466279732264174,-1.0884640469938476,0.9769248413488653
810000,16200.000000260769,0.5466279732264174,-1.088204166115557,0.9768978326227943
820000,16400.000000265132,0.5466279732264174,-1.0879364084221823,0.9768713130001181
