c_0,t_state,t_len,tau,eps_val,a,b,lam_val,zeta, R1, R2,D,M,s_start,s_end,s_N
0.6,13000.00000019092,30000,0.02,1.0,-0.25,0.25,0.75,2.0,0.0,1.0,-64,64,128
